Place,Name,Unnamed: 2,L32,Unnamed: 4,L16,Unnamed: 6,L8,Unnamed: 8,Semi-final,Unnamed: 10,Final,Unnamed: 12,Winner,Points,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1,Fasel,1,Fasel,,Fasel,V,Fasel,V,Fasel,V,Fasel,,,1700,12.0,Richard B,100,17
2,Roeland,32,_,,alex,,Willie,,Richard B,,Tom,,,1445,3.0,Charlie ,85,17
3,Charlie ,17,alex,V,Willie,V,Richard B,V,Tom,V,Richard B,,,1275,13.0,Bowen ,75,17
4,Aisling,16,Duncan,,Vivian,,Aisling,,Patrick,,Patrick,,,1139,7.0,Patrick,67,17
5,Alejo,9,Willie,,Alejo,,Charlie ,,Willie,V,Willie,,,1037,5.0,Alejo,61,17
6,Tom,24,_,,Richard B,V,Tom,V,Aisling,,Roeland,,,935,11.0,Lukas N,55,17
7,Patrick,25,_,,Bowen ,,Patrick,V,Charlie ,,Aisling,,,867,2.0,Roeland,51,17
8,Vivian,8,Vivian,,Aisling,V,Roeland,,Roeland,V,Charlie ,,,799,15.0,Fergus,47,17
9,Willie,5,Alejo,,Charlie ,V,alex,,Vivian,,Alejo,,,731,9.0,Willie,43,17
10,Will P,28,_,,Steph,,Vivian,V,Alejo,V,Steph,,,680,16.0,Duncan,40,17
11,Lukas N,21,_,,Lukas N,,Alejo,V,Steph,V,Vivian,,,629,6.0,Tom,37,17
12,Richard B,12,Richard B,,Tom,V,Bowen ,,Fergus,,Fergus,,,578,8.0,Vivian,34,17
13,Bowen ,13,Bowen ,,Patrick,V,Steph,V,alex,,,,,527,4.0,Aisling,31,17
14,Steph,20,_,,Will P,,Lukas N,,Bowen ,,Lukas N,,,476,17.0,alex,28,17
15,Fergus,29,_,,Fergus,,Will P,,Lukas N,V,,,,442,10.0,Will P,26,17
16,Duncan,4,Aisling,,Roeland,V,Fergus,V,Will P,,Will P,,,408,14.0,Steph,24,17
17,alex,3,Charlie ,,_,,Duncan,,Duncan,,Duncan,,Duncan,374,1.0,Fasel,22,17
18,_,30,_,,Duncan,,_,,_,,_,,_,340,,,20,17
19,_,19,_,,_,,_,,_,,_,,_,306,,,18,17
20,_,14,Steph,,_,,_,,_,,_,,_,272,,,16,17
21,_,11,Lukas N,,_,,_,,_,,_,,_,238,,,14,17
22,_,22,_,,_,,_,,_,,_,,_,204,,,12,17
23,_,27,_,,_,,_,,_,,_,,_,170,,,10,17
24,_,6,Tom,,_,,_,,_,,_,,_,153,,,9,17
25,_,7,Patrick,,_,,_,,_,,_,,_,136,,,8,17
26,_,26,_,,_,,_,,_,,_,,_,119,,,7,17
27,_,23,_,,_,,_,,_,,_,,_,102,,,6,17
28,_,10,Will P,,_,,_,,_,,_,,_,85,,,5,17
29,_,15,Fergus,,_,,_,,_,,_,,_,68,,,4,17
30,_,18,_,,_,,_,,_,,_,,_,51,,,3,17
31,_,31,_,,_,,_,,_,,_,,_,34,,,2,17
32,_,2,Roeland,,_,,_,,_,,_,,_,17,,,1,17
