Place,Name,Unnamed: 2,L32,Unnamed: 4,L16,Unnamed: 6,L8,Unnamed: 8,Semi-final,Unnamed: 10,Final,Unnamed: 12,Winner,Points,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1,Lionel,1,Lionel,,Lionel,,Lionel,V,Lionel,V,Lionel,,,1400,,,100,14
2,Georgina,32,_,,_,,Anna Z,,Steph,,Greg,,,1190,10.0,Chrissy,85,14
3,KJ,17,_,,Rob,,Hugo,,Zoltan,,Steph,,Zoltan,1050,9.0,Rob,75,14
4,Steph,16,_,,Anna Z,V,Steph,V,Greg,V,Zoltan,V,Steph,938,2.0,Georgina,67,14
5,Hugo,9,Rob,,Hugo,V,KJ,,Anna Z,,Hugo,,KJ,854,11.0,Tom,61,14
6,Zoltan,24,_,,Vadym,,Zoltan,V,Hugo,V,KJ,V,Hugo,770,7.0,Greg,55,14
7,Greg,25,_,,Andy R,,Greg,V,KJ,V,Anna Z,,,714,13.0,Andy R,51,14
8,Anna Z,8,Anna Z,,Steph,V,Georgina,,Georgina,,Georgina,,,658,8.0,Anna Z,47,14
9,Rob,5,Hugo,,KJ,,_,,Rob,,Vadym,V,Vadym,602,4.0,Steph,43,14
10,Chrissy,28,_,,_,,Rob,,Vadym,V,Tom,,Tom,560,5.0,Hugo,40,14
11,Tom,21,_,,Tom,,Vadym,V,Tom,V,Rob,V,Rob,518,1.0,Lionel,37,14
12,Vadym,12,Vadym,,Zoltan,V,Andy R,,Chrissy,,Chrissy,,Chrissy,476,6.0,Zoltan,34,14
13,Andy R,13,Andy R,,Greg,V,_,,_,,Andy R,,Andy R,434,12.0,Vadym,31,14
14,_,20,_,,Chrissy,,Tom,,Andy R,,_,,_,392,3.0,KJ,28,14
15,_,29,_,,_,,Chrissy,,_,,_,,_,364,,,26,14
16,_,4,Steph,,Georgina,,_,,_,,_,,_,336,,,24,14
17,_,3,KJ,,_,,_,,_,,_,,_,308,,,22,14
18,_,30,_,,_,,_,,_,,_,,_,280,,,20,14
19,_,19,_,,_,,_,,_,,_,,_,252,,,18,14
20,_,14,_,,_,,_,,_,,_,,_,224,,,16,14
21,_,11,Tom,,_,,_,,_,,_,,_,196,,,14,14
22,_,22,_,,_,,_,,_,,_,,_,168,,,12,14
23,_,27,_,,_,,_,,_,,_,,_,140,,,10,14
24,_,6,Zoltan,,_,,_,,_,,_,,_,126,,,9,14
25,_,7,Greg,,_,,_,,_,,_,,_,112,,,8,14
26,_,26,_,,_,,_,,_,,_,,_,98,,,7,14
27,_,23,_,,_,,_,,_,,_,,_,84,,,6,14
28,_,10,Chrissy,,_,,_,,_,,_,,_,70,,,5,14
29,_,15,_,,_,,_,,_,,_,,_,56,,,4,14
30,_,18,_,,_,,_,,_,,_,,_,42,,,3,14
31,_,31,_,,_,,_,,_,,_,,_,28,,,2,14
32,_,2,Georgina,,_,,_,,_,,_,,_,14,,,1,14
