Place,Name,Unnamed: 2,L32,Unnamed: 4,L16,Unnamed: 6,L8,Unnamed: 8,Semi-final,Unnamed: 10,Final,Unnamed: 12,Winner,Points,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1,Greg,1,Greg,,Greg,,Greg,V,Greg,V,Greg,,Lionel,1700,12.0,Nat,100,17
2,Lionel,32,_,,_,,Alex TE,,Colin ,,Lionel,V,Greg,1445,5.0,Richard,85,17
3,Adam,17,_,,Martin W,,Richard,,Kamal,,Colin ,,Kamal,1275,3.0,Adam,75,17
4,Colin ,16,_,,Alex TE,V,Colin ,V,Lionel,V,Kamal,V,Colin ,1139,,,67,17
5,Richard,9,Martin W,,Richard,V,Adam,,Alex TE,,Richard,,Edo,1037,1.0,Greg,61,17
6,Chrissy,24,_,,Nat,,Kamal,V,Richard,V,Edo,V,Richard,935,15.0,Andy R,55,17
7,Alejo,25,_,,Thea,,Edo,,Adam,,Alex TE,,Adam,867,9.0,Martin W,51,17
8,Alex TE,8,Alex TE,,Colin ,V,Lionel,V,Edo,V,Adam,V,Alex TE,799,6.0,Chrissy,47,17
9,Martin W,5,Richard,,Adam,V,_,,Martin W,,Nat,V,Nat,731,2.0,Lionel,43,17
10,Edo,28,_,,Eric H,,Martin W,,Nat,V,Alejo,,Alejo,680,13.0,Thea,40,17
11,Kamal,21,_,,Kamal,V,Nat,V,Eric H,,Martin W,,Eric H,629,10.0,Edo,37,17
12,Nat,12,Nat,,Chrissy,,Thea,,Alejo,V,Eric H,V,Martin W,578,,,34,17
13,Thea,13,Thea,,Alejo,,Eric H,V,_,,Thea,,Andy R,527,11.0,Kamal,31,17
14,Eric H,20,_,,Edo,V,Chrissy,,Thea,,Andy R,V,Thea,476,14.0,Eric H,28,17
15,Andy R,29,_,,Andy R,,Alejo,V,Chrissy,,_,,Chrissy,442,7.0,Alejo,26,17
16,_,4,Colin ,,Lionel,V,Andy R,,Andy R,V,Chrissy,,_,408,4.0,Colin ,24,17
17,_,3,Adam,,_,,_,,_,,_,,_,374,8.0,Alex TE,22,17
18,_,30,_,,_,,_,,_,,_,,_,340,,,20,17
19,_,19,_,,_,,_,,_,,_,,_,306,,,18,17
20,_,14,Eric H,,_,,_,,_,,_,,_,272,,,16,17
21,_,11,Kamal,,_,,_,,_,,_,,_,238,,,14,17
22,_,22,_,,_,,_,,_,,_,,_,204,,,12,17
23,_,27,_,,_,,_,,_,,_,,_,170,,,10,17
24,_,6,Chrissy,,_,,_,,_,,_,,_,153,,,9,17
25,_,7,Alejo,,_,,_,,_,,_,,_,136,,,8,17
26,_,26,_,,_,,_,,_,,_,,_,119,,,7,17
27,_,23,_,,_,,_,,_,,_,,_,102,,,6,17
28,_,10,Edo,,_,,_,,_,,_,,_,85,,,5,17
29,_,15,Andy R,,_,,_,,_,,_,,_,68,,,4,17
30,_,18,_,,_,,_,,_,,_,,_,51,,,3,17
31,_,31,_,,_,,_,,_,,_,,_,34,,,2,17
32,_,2,Lionel,,_,,_,,_,,_,,_,17,,,1,17
