Place,Name,Unnamed: 2,L32,Unnamed: 4,L16,Unnamed: 6,L8,Unnamed: 8,Semi-final,Unnamed: 10,Final,Unnamed: 12,Winner,Points,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1,Lionel,1,Lionel,,Lionel,,Lionel,V,Lionel,V,Lionel,,Greg,1500,11.0,Adam,100,15
2,Greg,32,_,,_,,Edo,,Vadym,,Greg,V,Lionel,1275,12.0,Richard,85,15
3,Steph,17,_,,Edo,V,Garen ,,Anna Z,,Vadym,V,Vadym,1125,10.0,Thea,75,15
4,Vadym,16,_,,Andy R,,Vadym,V,Greg,V,Anna Z,,Anna Z,1005,6.0,Anna Z,67,15
5,Garen ,9,Edo,,Garen ,V,Steph,,Edo,V,Edo,,Darran,915,8.0,Andy R,61,15
6,Anna Z,24,_,,Richard,,Anna Z,V,Garen ,,Darran,V,Edo,825,14.0,Marinko,55,15
7,Darran,25,_,,Eric H,,Darran,,Steph,,Garen ,V,Garen ,765,2.0,Greg,51,15
8,Andy R,8,Andy R,,Vadym,V,Greg,V,Darran,V,Steph,,Steph,705,7.0,Darran,47,15
9,Edo,5,Garen ,,Steph,V,_,,Andy R,,Richard,,Marinko,645,1.0,Lionel,43,15
10,Thea,28,_,,Marinko,,Andy R,,Richard,V,Marinko,V,Richard,600,9.0,Edo,40,15
11,Adam,21,_,,Adam,,Richard,V,Marinko,V,Andy R,V,Andy R,555,5.0,Garen ,37,15
12,Richard,12,Richard,,Anna Z,V,Eric H,,Thea,,Thea,,Thea,510,13.0,Eric H,34,15
13,Eric H,13,Eric H,,Darran,V,Marinko,V,_,,Eric H,,Nat,465,4.0,Vadym,31,15
14,Marinko,20,_,,Thea,,Adam,,Eric H,,Nat,V,Eric H,420,3.0,Steph,28,15
15,Nat,29,_,,Nat,,Thea,V,Adam,,_,,Adam,390,15.0,Nat,26,15
16,_,4,Vadym,,Greg,V,Nat,,Nat,V,Adam,,_,360,,,24,15
17,_,3,Steph,,_,,_,,_,,_,,_,330,,,22,15
18,_,30,_,,_,,_,,_,,_,,_,300,,,20,15
19,_,19,_,,_,,_,,_,,_,,_,270,,,18,15
20,_,14,Marinko,,_,,_,,_,,_,,_,240,,,16,15
21,_,11,Adam,,_,,_,,_,,_,,_,210,,,14,15
22,_,22,_,,_,,_,,_,,_,,_,180,,,12,15
23,_,27,_,,_,,_,,_,,_,,_,150,,,10,15
24,_,6,Anna Z,,_,,_,,_,,_,,_,135,,,9,15
25,_,7,Darran,,_,,_,,_,,_,,_,120,,,8,15
26,_,26,_,,_,,_,,_,,_,,_,105,,,7,15
27,_,23,_,,_,,_,,_,,_,,_,90,,,6,15
28,_,10,Thea,,_,,_,,_,,_,,_,75,,,5,15
29,_,15,Nat,,_,,_,,_,,_,,_,60,,,4,15
30,_,18,_,,_,,_,,_,,_,,_,45,,,3,15
31,_,31,_,,_,,_,,_,,_,,_,30,,,2,15
32,_,2,Greg,,_,,_,,_,,_,,_,15,,,1,15
