Place,Name,Unnamed: 2,L32,Unnamed: 4,L16,Unnamed: 6,L8,Unnamed: 8,Semi-final,Unnamed: 10,Final,Unnamed: 12,Winner,Points,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1,Anna Z,1,Anna Z,,Anna Z,V,Anna Z,,Tom,V,Tom,,Greg,1700,8.0,Vadym,100,17
2,Greg,32,_,,_,,Tom,V,Steph,,Greg,V,Tom,1445,4.0,Georgina,85,17
3,Shevy,17,_,,Tom,V,Steph,V,Andy H,,Steph,,Andy H,1275,14.0,Anabelle,75,17
4,Georgina,16,_,,Vadym,,Marg,,Greg,V,Andy H,V,Steph,1139,,,67,17
5,Alejo,9,Tom,,Alejo,,Shevy,,Anna Z,V,Anna Z,,Kamal,1037,1.0,Anna Z,61,17
6,Naoki,24,_,,Steph,V,Andy H,V,Marg,,Kamal,V,Anna Z,935,15.0,Nat,55,17
7,Kamal,25,_,,Marg,V,Kamal,,Shevy,,Marg,,Shevy,867,2.0,Greg,51,17
8,Vadym,8,Vadym,,Georgina,,Greg,V,Kamal,V,Shevy,V,Marg,799,3.0,Shevy,47,17
9,Tom,5,Alejo,,Shevy,V,_,,Vadym,,Georgina,,Naoki,731,12.0,Steph,43,17
10,Martin,28,_,,Anabelle,,Vadym,,Georgina,V,Naoki,V,Georgina,680,9.0,Tom,40,17
11,Andy H,21,_,,Andy H,V,Alejo,,Naoki,V,Vadym,V,Vadym,629,7.0,Kamal,37,17
12,Steph,12,Steph,,Naoki,,Georgina,V,Nat,,Nat,,Nat,578,5.0,Alejo,34,17
13,Marg,13,Marg,,Kamal,V,Anabelle,,_,,Alejo,V,Alejo,527,11.0,Andy H,31,17
14,Anabelle,20,_,,Martin,,Naoki,V,Alejo,,Martin,,Martin,476,,,28,17
15,Nat,29,_,,Nat,,Martin,,Anabelle,,_,,Anabelle,442,10.0,Martin,26,17
16,_,4,Georgina,,Greg,V,Nat,V,Martin,V,Anabelle,,_,408,6.0,Naoki,24,17
17,_,3,Shevy,,_,,_,,_,,_,,_,374,13.0,Marg,22,17
18,_,30,_,,_,,_,,_,,_,,_,340,,,20,17
19,_,19,_,,_,,_,,_,,_,,_,306,,,18,17
20,_,14,Anabelle,,_,,_,,_,,_,,_,272,,,16,17
21,_,11,Andy H,,_,,_,,_,,_,,_,238,,,14,17
22,_,22,_,,_,,_,,_,,_,,_,204,,,12,17
23,_,27,_,,_,,_,,_,,_,,_,170,,,10,17
24,_,6,Naoki,,_,,_,,_,,_,,_,153,,,9,17
25,_,7,Kamal,,_,,_,,_,,_,,_,136,,,8,17
26,_,26,_,,_,,_,,_,,_,,_,119,,,7,17
27,_,23,_,,_,,_,,_,,_,,_,102,,,6,17
28,_,10,Martin,,_,,_,,_,,_,,_,85,,,5,17
29,_,15,Nat,,_,,_,,_,,_,,_,68,,,4,17
30,_,18,_,,_,,_,,_,,_,,_,51,,,3,17
31,_,31,_,,_,,_,,_,,_,,_,34,,,2,17
32,_,2,Greg,,_,,_,,_,,_,,_,17,,,1,17
