Place,Name,Unnamed: 2,L32,Unnamed: 4,L16,Unnamed: 6,L8,Unnamed: 8,Semi-final,Unnamed: 10,Final,Unnamed: 12,Winner,Points,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1,Eugene,1,Eugene,,Eugene,V,Eugene,,Charlie ,V,Charlie ,,Greg,1700,7.0,Greg,100,17
2,Alejo,32,_,,Nat,,Charlie ,V,Tom,,Greg,V,Charlie ,1445,10.0,Chrissy,85,17
3,Vadym,17,Nat,V,Charlie ,V,Tom,V,Vadym,,Tom,V,Tom,1275,8.0,MrT,75,17
4,Alex TE,16,Andy R,,MrT,,Alex TE,,Greg,V,Vadym,,Vadym,1139,15.0,Richard B,67,17
5,Pierre,9,Charlie ,,Pierre,,Vadym,V,Eugene,,Alex TE,V,Alex TE,1037,11.0,Colin ,61,17
6,Anna Z,24,_,,Tom,V,Anna Z,,Alex TE,V,Anna Z,,Anna Z,935,12.0,Tom,55,17
7,Greg,25,_,,Stef,,Greg,V,Anna Z,V,Eugene,,Alejo,867,3.0,Vadym,51,17
8,MrT,8,MrT,,Alex TE,V,Alejo,,Alejo,,Alejo,V,Eugene,799,16.0,Andy R,47,17
9,Charlie ,5,Pierre,,Vadym,V,Nat,,MrT,,Stef,,John H,731,14.0,John H,43,17
10,Chrissy,28,_,,John H,,MrT,V,Stef,V,John H,V,Stef,680,9.0,Charlie ,40,17
11,Colin ,21,_,,Colin ,,Pierre,,John H,V,MrT,V,MrT,629,1.0,Eugene,37,17
12,Tom,12,Tom,,Anna Z,V,Stef,V,Chrissy,,Chrissy,,Chrissy,578,5.0,Pierre,34,17
13,Stef,13,Stef,,Greg,V,John H,V,Nat,,Pierre,V,Pierre,527,4.0,Alex TE,31,17
14,John H,20,_,,Chrissy,,Colin ,,Pierre,V,Colin ,,Colin ,476,17.0,Nat,28,17
15,Richard B,29,_,,Richard B,,Chrissy,V,Colin ,V,Nat,,Richard B,442,6.0,Anna Z,26,17
16,Andy R,4,Alex TE,,Alejo,V,Richard B,,Richard B,,Richard B,V,Nat,408,13.0,Stef,24,17
17,Nat,3,Vadym,,_,,Andy R,,Andy R,,Andy R,,Andy R,374,2.0,Alejo,22,17
18,_,30,_,,Andy R,,_,,_,,_,,_,340,,,20,17
19,_,19,_,,_,,_,,_,,_,,_,306,,,18,17
20,_,14,John H,,_,,_,,_,,_,,_,272,,,16,17
21,_,11,Colin ,,_,,_,,_,,_,,_,238,,,14,17
22,_,22,_,,_,,_,,_,,_,,_,204,,,12,17
23,_,27,_,,_,,_,,_,,_,,_,170,,,10,17
24,_,6,Anna Z,,_,,_,,_,,_,,_,153,,,9,17
25,_,7,Greg,,_,,_,,_,,_,,_,136,,,8,17
26,_,26,_,,_,,_,,_,,_,,_,119,,,7,17
27,_,23,_,,_,,_,,_,,_,,_,102,,,6,17
28,_,10,Chrissy,,_,,_,,_,,_,,_,85,,,5,17
29,_,15,Richard B,V,_,,_,,_,,_,,_,68,,,4,17
30,_,18,_,,_,,_,,_,,_,,_,51,,,3,17
31,_,31,_,,_,,_,,_,,_,,_,34,,,2,17
32,_,2,Alejo,,_,,_,,_,,_,,_,17,,,1,17
